,Judul,Isi
65,"Kebakaran TPA Rawa Kucing Padam, Statusnya Masih Darurat Bencana","TANGERANG, KOMPAS.com - Kebakaran yang melanda tempat pembuangan akhir (TPA) Rawa Kucing, Neglasari, Tangerang, akhirnya telah padam setelah petugas pemadam berjibaku selama hampir dua pekan.Namun, status kebencanaannya itu masih tanda tanya lantaran Pemerintah Kota Tangerang belum memutuskan apakah status bencana darurat daerah itu bakal perpanjang atau dicabut.Menanggapi hal itu, Kepala BPBD Kota Tangerang, Maryono Hasan menyatakan, akan melaporkan terlebih dahulu progres penanganan kebakaran TPA selama 13 hari kepada Wali Kota Tangerang, Arief R Wismansyah.Nantinya, laporan itulah yang akan menjadi pertimbangan Arief untuk menentukan status kebencanaan.""Insya Allah dengan kami mengusulkan surat hari ini, semoga bisa segera dinyatakan oleh Pak Wali atau kepala daerah untuk menyatakan (status kebencanaan) lanjut atau berhenti,"" kata Maryono saat dihubungi Kompas.com, Rabu (1/11/2023). Baca juga: Antisipasi Kebakaran TPA Rawa Kucing, BPBD Tangerang Minta Dinas LH Bikin Jalur Evakuasi Hingga HydrantKarena hal itu, Maryono mengatakan, anggotanya masih tetap disiagakan di tempat pembuangan sampah itu hingga Pemkot Tangerang mencabut status darurat bencana.Sementara itu, sejumlah warga terdampak telah mengosongkan tempat pengungsian di GOR dan Aula Kecamatan Neglasari.""Kalau pengungsi, hingga kini sudah kembali ke rumah masing-masing. Tapi kalau petugas dari BPBD/Damkar masih kami buat piket di lokasi yang sudah ditentukan,"" imbuh dia.Adapun, TPA yang terletak di Kedaung Wetan, Neglasari itu terbakar, Jumat (20/10/2023). Proses penanganannya membutuhkan waktu hampir dua pekan.Saat ini, BPBD Tangerang memastikan sudah tak ada lagi titik api membakar area tempat pembuangan sampah itu.""Iya benar (titik api sudah tidak ada). Alhamdulillah, sudah tidak ada asap juga dan sore ini di lokasi diguyur hujan,"" kata Maryono. Baca juga: BPBD Tangerang Pastikan Sudah Tak Ada Titik Api di TPA Rawa KucingKebakaran itu sempat membuat petugas kewalahan dalam memadamkan api lantaran area TPA yang luas dan banyaknya titik api yang harus dijinakkan.BPBD melaporkan ada 27 hektar area TPA Rawa Kucing yang terdampak kebakaran.Pemerintah Kota Tangerang juga telah menetapkan status bencana darurat daerah imbas kebakaran ini. Status ini telah ditetapkan sejak Sabtu (21/10/2023).Tak hanya mengerahkan lewat jalur darat, pemadaman juga dilakukan melalui jalur udara.Satu unit helikopter water bombing milik Badan Nasional Penanggulangan Bencana (BNPB) ikut diterjunkan untuk pemadaman di TPA Rawa Kucing.Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
66,Pencopotan Baliho Ganjar-Mahfud dan Tuntutan Jokowi Netral pada Pemilu 2024,"JAKARTA, KOMPAS.com - Pencopotan baliho bergambar bakal pasangan calon presiden dan wakil presiden, Ganjar Pranowo-Mahfud MD di Kabupaten Gianyar, Bali menjadi polemik.Penurunan baliho itu dilakukan oleh Satuan Polisi Pamong Praja (Satpol PP) Bali.Baliho yang diturunkan berlokasi di sekitar Balai Desa Batu Bulan, Kabupaten Gianyar, Provinsi Bali, pada Selasa (31/10/2023).Dari kejadian ini, muncul tanggapan elite PDI-P sebagai pengusung Ganjar-Mahfud. Tanggapannya jelas menyayangkan.Presiden Joko Widodo (Jokowi) pun sudah angkat bicara terkait hal ini.KronologiPencopotan baliho tersebut dilakukan jelang kunjungan kerja Presiden Jokowi di Pasar Bulan, sekitar pukul 10.30 Wita.Kepala Satpol PP Bali Nyoman Rai Dharmadi mengatakan, penurunan atribut politik tersebut merupakan instruksi langsung dari Pj Gubernur Bali Sang Made Mahendra Jaya.""Sesuai dengan perintah Pak Pj Gubernur, yang pasti, saya diminta untuk mencabuti atribut partai politik di lokasi acara,"" kata dia saat dihubungi wartawan, Selasa.Ia menegaskan, kebijakan ini tidak hanya menyasar pasangan bakal capres dan wapres maupun partai politik tertentu tetapi untuk semua atribut politik.Baca juga: Jokowi Kunker ke Bali, Baliho Ganjar-Mahfud Diturunkan Satpol PPHal tersebut dilakukan untuk menunjukkan netralitas selama Kepala Negera melaksanakan kunjungan kerja di lokasi tersebut.""Termasuk baliho ada gambarnya Pak Jokowi pun yang di baliho PSI, kita cabuti juga deket Bendega (Renon) tidak masalah itu, perintahnya begitu kita lakukan sesuai dengan apa yang disampaikan ke kita,"" kata Nyoman.Menurut dia, penurunan atribut politik ini hanya untuk sementara dan akan dipasang kembali usai Jokowi dan rombongan meninggalkan lokasi kunker.Banteng tidak diamSejumlah elite PDI-P lantang bersuara menanggapi penurunan baliho Ganjar-Mahfud. Mereka mengatakan, penurunan baliho tidak hanya yang bergambar Ganjar-Mahfud, tetapi juga bendera PDI-P.KOMPAS.com/KRISTIANTO PURNOMO FOTO STOK: Ketua Bidang Kehormatan PDI-P Komarudin Watubun.Ketua Bidang Kehormatan PDI-P Komarudin Watubun menyayangkan penurunan baliho itu dan mengingatkan bahwa pihaknya tidak akan diam melihat hal tersebut.Baca juga: Kata Ketua TPN soal Pencopotan Baliho Ganjar-Mahfud di Bali""Banteng kalau diam jangan diganggu, karena kalau dia bangun, dia brutal itu banteng,"" kata Komarudin di Kompleks Parlemen Senayan, Jakarta, Selasa. "
67,RS Polri: Kerangka Manusia yang Ditemukan di Selokan Duren Sawit Tak Retak,"JAKARTA, KOMPAS.com - Kerangka manusia yang ditemukan di selokan Jalan Raden Inten, Duren Sawit, Jakarta Timur, Senin (23/10/2023), disebut tidak retak.""Tulang yang ditemukan tidak ada keretakan,"" tutur Kepala Rumah Sakit RS Polri Kramatjati Brigjen Pol Hariyanto kepada Kompas.com, Rabu (1/11/2023).Kondisi tulang belulang itu menunjukkan bahwa pemilik kerangka tidak memiliki tanda-tanda bekas kekerasan di tubuhnya.Baca juga: Terungkap, Ini Bagian Kerangka Manusia yang Ditemukan di Selokan Duren SawitMeski demikian, RS Polri belum bisa menyimpulkan penyebab kematian orang tersebut.Sebab, tulang yang diterima RS Polri tidak komplet. RS Polri Kramatjati hanya menerima empat bagian, yakni satu batok kepala dan tiga tulang.Batok kepala terdiri dari tulang tengkorak, tulang rahang bawah, dan tulang bagian leher.Sementara itu, tulang lainnya adalah tulang selangka kanan, serta tulang lengan atas kanan dan kiri.Hariyanto mengatakan, saat ini pihaknya baru berhasil mengetahui jenis kelamin dan rentang usia orang tersebut.""Kerangka berjenis kelamin laki-laki, dan umurnya antara 44 tahun sampai 65 tahun,"" ungkap dia.Baca juga: Orang yang Kerangkanya Ditemukan di Duren Sawit Diperkirakan Tewas 2 Tahun LaluPihak RS Polri hingga kini masih kesulitan mengidentifikasi sosok tersebut.Sebab, belum ada warga yang melapor kehilangan anggota keluarga, meski imbauan dari Polsek Duren Sawit sudah disampaikan sepekan lebih.Dengan demikian, RS Polri Kramatjati tidak memiliki data pembanding untuk mengidentifikasi sosok kerangka manusia itu.""Kalau ada yang (melaporkan) kehilangan, tinggal dicocokkan DNA keluarga dan contoh DNA dari tulang tersebut,"" jelas Hariyanto.Adapun kerangka manusia itu ditemukan di selokan Jalan Raden Inten oleh seorang petugas Suku Dinas Sumber Daya Air (Sudin SDA) Jakarta Timur bernama Erwan (40) pada Senin pekan lalu.Baca juga: Kerangka Manusia di Selokan Duren Sawit Hanya Disimpan 90 Hari di RS PolriSaat itu, pasukan biru sedang membersihkan tumpukan sampah yang tersangkut di gorong-gorong.Erwan kemudian melihat sebuah bungkusan yang mencurigakan. Ketika diintip, bungkusan berupa kaus itu ternyata membalut kerangka manusia.Bungkusan itu berisi satu tulang yang diduga bagian tangan dan satu tengkorak atau batok kepala. Pasukan biru langsung melaporkan penemuan kerangka itu ke Polsek Duren Sawit.Petugas kepolisian yang datang kemudian melakukan penyisiran dan kembali menemukan dua tulang lain. Kerangka itu selanjutnya dibawa ke RS Polri.Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
68,Pemprov DKI Tambah Lokasi Distribusi Pangan Murah untuk Cegah Antrean Membludak,"JAKARTA, KOMPAS.com - Pemerintah Provinsi (Pemprov) DKI Jakarta menambah lokasi dan jadwal pendistribusian bantuan pangan murah untuk masyarakat. Hal ini dilakukan untuk mengantisipasi membludaknya antrean penerima bantuan pangan murah, seperti pendistribusian sebelumnya. ""Sekarang ini kami melakukan penambahan titik distribusi dari 193 menjadi 289,"" ujar Kepala Dinas Ketahanan Pangan Kelautan dan Perikanan (KPKP) DKI Jakarta, Suharini Eliawati kepada wartawan di Balai Kota DKI Jakarta, Kamis (2/11/2023).Baca juga: Warga Dimintai Rp 50.000 untuk Antre Pangan Murah, Heru Budi: Kalau Pelakunya Aparat Saya Tindak! Untuk memudahkan masyarakat, kata Eliawati, Dinas KPKP juga menggandeng Pasar Jaya membuat layanan reservasi nomor antrean secara daring. Layanan tersebut kini sedang disempurnakan oleh Dinas Komunikasi, Informatika dan Statistik Provinsi DKI Jakarta agar mudah diakses masyarakat. ""Jadi nanti akan mendapatkan nomor antrean. Masyarakat bisa lihat mau ambil tanggal berapa, jam berapa di gerai mana,"" kata Eliawati. ""Platformnya yang buat Pasar Jaya, disempurnakan oleh Diskominfotik supaya masyarakat gampang (akses), pakai ponsel apapun bisa,"" sambungnya.Baca juga: Buntut Dugaan Pungli, Dinas KPKP DKI Evaluasi Pendistribusian Pangan Murah Selain itu, Dinas KPKP juga berencana menambah jadwal pendistribusian bantuan pangan murah, untuk peserta Kartu Jakarta Pintar (KJP). Eliawati mengatakan, jajarannya berkoordinasi dengan Dinas Pendidikan untuk mengatur skema pendistribusian bertahap. ""Kalau dulu kan langsung tuh, menumpuk. Sekarang kami koordinasi, misal minggu kedua SD, minggu selanjutnya SMP dan SMA. Ini salah satu upaya supaya tidak terjadi penumpukan,"" pungkasnya.Antrean panjang dan pungliPersoalan distribusi pangan murah untuk pemegang KJP sempat disorot Fraksi Partai Keadilan Sejahtera (PKS) DPRD DKI Jakarta. Anggota Fraksi PKS Suhud Alynudin mengungkap pembagian pangan yang kacau balau di lapangan. Baca juga: Di Depan Heru Budi, F-PKS Ungkap Warga Diminta Bayar Rp 50.000 untuk Antre Beli Pangan MurahWarga harus datang ke lokasi sejak pukul 03.00 WIB jika ingin mendapat nomor antrean. Warga bahkan harus membayar sejumlah uang jika ingin mendapat antrean terdepat. Dalam sidang paripurna, Suhud memutarkan bukti rekaman seorang warga yang ditawari membayar Rp 50.000 jika ingin mendapatkan antrean terdepan.Sementara itu, untuk mendapatkan nomor antrean di urutan tengah, warga harus membayar Rp 20.000.""Ini pimpinan realitas di lapangan. Saya harap Pj Gubernur segera membenahi carut-marutnya pembagian subsidi pangan bagi masyarakat,"" kata Suhud.Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
69,Kebakaran TK dan SD Sumbangsih Jaksel Diduga akibat Korsleting,"JAKARTA, KOMPAS.com - Kebakaran Gedung Taman Kanak-kanak (TK) dan Sekolah Dasar (SD) Sumbangsih di Jalan Duren Bangka, Pancoran, Jakarta Selatan, Rabu (1/11/2023) malam, diduga disebabkan korsleting.""Penyebab kebakaran diduga karena korsleting,"" kata Kepala Suku Dinas Penanggulangan Kebakaran dan Penyelamatan (Gulkarmat) Jakarta Selatan Syamsul Huda saat dikonfirmasi, Kamis (2/11/2023).Baca juga: TK dan SD Sumbangsih Jaksel Kebakaran, Material Bangunan BerjatuhanSyamsul berujar, sebelum api muncul, saksi melihat lampu di salah satu ruangan tiba-tiba berkedip.""Menurut keterangan saksi 2, mulanya dia melihat lampu berkedip di salah satu ruangan. Setelah ditelusuri bersama saksi 1, ternyata instalasi listrik untuk TK dan SD Sumbangsih terbakar,"" kata Syamsul.""Tak lama kemudian, ada percikan api muncul dari ruang serbaguna. Kedua saksi sebenarnya langsung mencoba memadamkan api, tetapi api kian membesar karena objek itu adalah material yang mudah terbakar,"" lanjut dia.Syamsul belum bisa memastikan kerugian apa saja yang dialami pihak sekolah.Baca juga: Cerita Guru Berusaha Padamkan Kebakaran SD Sumbangsih Jaksel, Pakai Ember Isi Air tapi Tak BerhasilSebagai informasi, kebakaran melanda Gedung TK dan SD Sumbangsih di Jalan Duren Bangka, Pancoran, pada Rabu sekitar pukul 22.43 WIB.Pantauan Kompas.com di lokasi, si jago merah masih menyala sekitar pukul 23.00 WIB.Kobaran api membakar material bangunan yang mudah terbakar. Salah satu sudut bangunan yang terbakar hebat terletak di bagian atap.Baca juga: TK dan SD Sumbangsih Jaksel Kebakaran, Siswa-siswi Diliburkan Minggu IniKerangka atap sekolah yang disinyalir menggunakan kayu dan dilapisi seng membuat api dengan mudah merambat.Akibatnya, sekitar pukul 23.30 WIB, api nyaris melahap habis seluruh bagian atap bangunan dua lantai itu.Sementara itu, material yang terbakar seperti kayu, seng, dan asbes, berjatuhan ke lantai dasar. Material itu menimbulkan bunyi nyaring saat menyentuh lantai dasar.Setelah tiga jam lebih berjibaku dengan si jago merah, pemadam akhirnya memastikan bahwa api benar-benar padam sekitar pukul 03.00 WIB.Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
70,"Beragam Cerita Kekecewaan dari Mereka yang Tak Lulus Uji Emisi, Berharap Tak Langsung Ditilang"," JAKARTA, KOMPAS.com - Kesal dan pasrah, itulah yang dirasakan pengendara saat mengikuti uji emisi kendaraan kemarin, Rabu (1/10/2023). Sebab jika kendaraan mereka ternyata tidak lulus uji emisi, polisi akan langsung menilang. Razia emisi ini mulai digelar sejak kemarin sebagai upaya memperbaiki kualitas udaraDari razia emisi yang berlangsung di lima titik di Ibu Kota, tidak sedikit kendaraan yang tidak lolos.Para pengendara kemudian bercerita mengenai pengalaman uji emisi mereka.Baca juga: Surat Berkendara Mati, Pengendara yang Kena Razia Uji Emisi Tak Ditilang DobelTetap tak lulus meski rutin servisAgus (50) menjadi salah satu pengendara sepeda motor tidak lolos dalam razia emisi yang berlangsung di Jalan Lodan Raya, Ancol, Pademangan, Jakarta Utara.Sambil menggerutu karena telat masuk kerja, Agus menumpahkan kekecewaan karena roda dua miliknya itu tidak lulus uji emisi.  Padahal, Agus mengaku bahwa motornya selalu rutin menjalani servis setiap bulannya. ""Wah saya enggak tahu (kenapa enggak lulus uji emisi), saya juga bingung. Rutin, cuma oli memang belum diganti,"" ujar Agus. Terlepas hal tersebut, Agus justru bingung dengan motor milik pengendara lain yang lulus uji emisi.Baca juga: Kok Bisa Kendaraan Tak Berasap tapi Tak Lulus Uji Emisi?  Kata Agus, justru kendaraan tersebut sudah jelas-jelas mengebul dan mengeluarkan polutan. ""Makanya saya bingung, itu saja yang motornya ngebul lulus,"" ungkap Agus.Berharap tak ditilangPengemudi ojek online bernama Riyadi (43) harus mengurus penilangan karena motor miliknya yang sudah berusia 13 tahun ini dinyatakan tidak lulus uji emisi.Riyadi sebenarnya berharap polisi tidak langsung menilang kendaraan yang tak lulus melainkan memberi teguran terlebih dahulu. Pengendara yang tak lulus, menurut dia, seharusnya diminta untuk servis motor.""Ya kecewa saja, dari pagi ketemu pagi saya belum tidur sama sekali. Seharusnya sekadar uji emisi dan disarankan untuk servis, kalau sekali (tak lulus uji emisi) itu,"" ujar Riyadi saat ditemui di CNI Puri Elok Kembangan Selatan, Kembangan, Jakarta Barat.Baca juga: Girangnya Pemilik Kendaraan yang Lolos Uji Emisi, Turut Bantu Perbaiki Kualitas Udara Jakarta "
71,"TK dan SD Sumbangsih Jaksel Kebakaran, Siswa-siswi Diliburkan Minggu Ini","JAKARTA, KOMPAS.com - Yayasan Perguruan Sumbangsih memutuskan untuk meniadakan kegiatan belajar mengajar (KBM) di TK dan SD Sumbangsih, Pancoran, Jakarta Selatan, imbas gedung sekolah kebakaran.Ketua Yayasan Perguruan Sumbangsih, Paramita, mengatakan bahwa seluruh siswa dan siswi akan diliburkan selama beberapa hari ke depan sampai ada pemberitahuan lebih lanjut.""Paling enggak (diliburkan) seminggu ini, tapi kami akan mengadakan rapat dulu nantinya perihal sampai kapan waktu libur siswa-siswi TK dan SD Sumbangsih,"" kata dia saat ditemui di lokasi kebakaran, Kamis (2/11/2023) dini hari.Baca juga: TK dan SD Sumbangsih Jaksel Kebakaran, Material Bangunan BerjatuhanParamita juga tak menutup kemungkinan bahwa KBM akan dilaksanakan secara daring.Terlebih, atap gedung sekolah yang dilahap si jago merah nyaris terbakar 100 persen. Hal ini bisa membahayakan siswa-siswi TK dan SD Sumbangsih jika tetap berkegiatan di sekolah.""Makanya kami mau bicarakan besok, bisa online atau tidak KBM-nya. Jadi paling enggak pada Kamis, Jumat, dan Sabtu ini libur. Minggu depan baru bisa kami kasih plan gimana-gimananya,"" tutur dia.Baca juga: TK dan SD Sumbangsih di Jaksel Terbakar, Guru: Api Berasal dari Tumpukan Kayu KeringSebagai informasi, kebakaran melanda Gedung TK dan SD Sumbangsih di Jalan Duren Bangka, Pancoran, pada Rabu (1/11/2023) sekitar pukul 22.43 WIB.Pantauan Kompas.com di lokasi, si jago merah masih menyala sekitar pukul 23.00 WIB.Kobaran api membakar material bangunan yang mudah terbakar. Salah satu sudut bangunan yang terbakar hebat terletak di bagian atap.Baca juga: Cerita Guru Berusaha Padamkan Kebakaran SD Sumbangsih Jaksel, Pakai Ember Isi Air tapi Tak BerhasilKerangka atap sekolah yang disinyalir menggunakan kayu dan dilapisi seng membuat api dengan mudah merambat.Akibatnya, sekitar pukul 23.30 WIB, api nyaris melahap habis seluruh bagian atap bangunan dua lantai itu.Sementara itu, material yang terbakar seperti kayu, seng, dan asbes, berjatuhan ke lantai dasar. Material itu menimbulkan bunyi nyaring saat menyentuh lantai dasar.Setelah tiga jam lebih berjibaku dengan si jago merah, pemadam akhirnya memastikan bahwa api benar-benar padam sekitar pukul 03.00 WIB.Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
72,"Anis Matta Cerita Jokowi Setuju Koalisi Besar, tetapi PDI-P Tiba-tiba Deklarasi Ganjar Capres","JAKARTA, KOMPAS.com - Ketua Umum Partai Gelora Anis Matta menceritakan kronologi bagaimana koalisi besar bisa gagal terbentuk di pertengahan 2023 lalu. Anis mengatakan, saat itu, PDI Perjuangan tiba-tiba mengumumkan Ganjar Pranowo sebagai capres.Dia menyebutkan ide koalisi besar yang telah disetujui oleh Presiden Joko Widodo ini gagal diwujudkan.Hal tersebut Anis sampaikan dalam program Gaspol! Kompas.com, seperti disiarkan di akun YouTube Kompas.com, Kamis (2/11/2023).Baca juga: Soal Koalisi Besar Prabowo, Nasdem: Kadang yang Obesitas Banyak PenyakitnyaMulanya, Anis mengaku mengusulkan kepada Jokowi agar merangkul Ketua Umum Partai Gerindra Prabowo Subianto di tahun 2019 silam.Dia menilai, legacy Jokowi ketika sudah tidak menjabat Presiden lagi bukan infrastruktur, melainkan konsolidasi elite politik.""Saya waktu itu usulkan ke Pak Jokowi supaya rangkul Pak Prabowo, 'legacy Bapak yang paling besar itu nanti bukan infrastruktur, tapi konsolidasi elite'. Jadi, legacy Pak Jokowi saya bilang, 'Pak, bukan infrastruktur. Tapi legacy-nya adalah rekonsiliasi politik, itu konsolidasi elite'. Nah ini terjadi,"" ujar Anis.Anis menjelaskan, ketika Prabowo dirangkul masuk ke dalam kabinet pada 2019 lalu, itu adalah peristiwa yang luar biasa.Pasalnya, baik Prabowo dan Jokowi sama-sama menghadapi perbedaan pemikiran para pengikutnya.Baca juga: Kilas Balik Imbauan Jokowi Bentuk Koalisi Besar, Kini 4 Parpol Koalisi Pemerintah Dukung Prabowo""Pak Prabowo tentu kalau tengok balik ke pengikutnya pasti dia pikir, 'saya dituduh pengkhianat ini'. Pak Jokowi juga kalau dia tengok ke pengikutnya dia juga pikir, 'terus ngapain kita bertengkar selama ini, capek-capek kan. Habis itu gabung lagi',"" tuturnya.Menurut Anis, rekonsiliasi antara Jokowi dan Prabowo membawa berkah bagi Indonesia.Sebab, di tahun 2020 awal, pandemi Covid-19 mulai masuk Indonesia. Dia tidak terbayang jika Prabowo dan Jokowi masih berseberangan di momen pandemi Covid-19.""Oposisi akan memanfaatkan Covid sebagai alat untuk menjatuhkan pemerintah, dan sangat mungkin itu terjadi,"" ucap Anis.Kemudian, Anis loncat ke bulan Februari 2023. Saat itu, dirinya bertemu dengan Jokowi. Anis mengaku mengusulkan agar rekonsiliasi ini perlu dilanjutkan ke depannya.Caranya, kata dia, adalah dengan mewariskan suatu koalisi besar di Pemilu 2024.Masalahnya, pemerintahan Jokowi sudah agak pecah saat itu, karena Nasdem telah mendeklarasikan Anies Baswedan. "
73,"Surat Berkendara Mati, Pengendara yang Kena Razia Uji Emisi Tak Ditilang Dobel","JAKARTA, KOMPAS.com - Pengendara yang kendaraannya kedapatan tak lulus uji emisi saat terjaring razia tidak ditilang dobel meski surat-surat berkendara mati atau kedaluwarsa.Sebab, razia uji emisi hanya menyasar kendaraan yang tidak lulus uji. Pengendara yang surat berkendaranya mati atau tidak lengkap hanya mendapat teguran.""Untuk saat ini, kami kegiatannya untuk uji emisi,"" kata Kepala Unit Keamanan dan Keselamatan (Kanit Kamsel) Satlantas Jakarta Timur AKP Budi Lestari di Jalan Pemuda, Pulogadung, Jakarta Timur, Rabu (1/11/2023).Baca juga: Kok Bisa Kendaraan Tak Berasap tapi Tak Lulus Uji Emisi?Dalam razia kemarin, polisi menemukan kendaraan tidak lulus uji emisi dan surat tanda nomor kendaraannya (STNK) telah kedaluwarsa.Namun, polisi hanya memberi satu surat tilang, yakni tilang karena kendaraan tak lulus uji emisi.""Tadi ada yang STNK-nya mati. Namun demikian, kami sekarang melaksanakan kegiatan (tilang) uji emisi (bagi kendaraan) yang tidak lulus,"" ujar Budi Lestari.Salah satu pengendara yang mobilnya tidak lulus uji emisi dan surat berkendaranya bermasalah adalah Syaiful (30).Syaiful mengaku hanya ditilang karena mobilnya tidak lulus uji emisi.Baca juga: Girangnya Pemilik Kendaraan yang Lolos Uji Emisi, Turut Bantu Perbaiki Kualitas Udara JakartaSementara itu, soal surat berkendara yang mati, Syaiful hanya diminta untuk memperbarui kelengkapan surat berkendaranya.""Kena tilangnya karena enggak lulus uji emisi. Disaranin ke pengadilan untuk urus. Nominal bayar dendanya maksimal Rp 500.000, nominal pastinya nanti di pengadilan. Sama disuruh servis lagi mobilnya,"" ujar Syaiful di Jalan Pemuda.Sebagai informasi, Pemprov DKI Jakarta bersama Polda Metro Jaya kembali melakukan razia uji emisi kendaraan mulai 1 November 2023.Pengendara sepeda motor dan mobil yang kedapatan melanggar aturan uji emisi gas buang, atau kendaraannya tak lulus uji emisi, akan ditilang oleh polisi.Besaran denda tilang yang diterapkan ialah Rp 250.000 untuk pengendara motor dan Rp 500.000 bagi pengemudi mobil.Baca juga: 57 Kendaraan Ditilang Saat Razia Uji Emisi di 5 Lokasi JakartaBesaran denda ini tertuang dalam Pasal 285 ayat (1) dan (2) serta Pasal 286 Undang-Undang Nomor 22 Tahun 2009 tentang Lalu Lintas dan Angkutan Jalan (LLAJ).Razia dan sanksi tilang ini kembali diberlakukan karena dianggap efektif untuk memperbaiki kualitas udara Jakarta.Dinas Lingkungan Hidup (DLH) DKI Jakarta memastikan bahwa razia uji emisi kali ini akan menyasar lebih banyak kendaraan bermotor.DLH DKI bersama Polda Metro akan melaksanakan razia uji emisi sebanyak 51 kali di sejumlah titik sampai akhir tahun nanti.Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
74,"Calon Panglima Jenderal Agus Subiyanto Menunggu ""Fit and Proper Test"" ","JAKARTA, KOMPAS.com - DPR RI akan segera menggelar fit and proper test atau uji kelayakan dan kepatutan calon panglima TNI Jenderal TNI Agus Subiyanto. Agus saat ini menjabat Kepala Staf Angkatan Darat (KSAD). Ketua Komisi I DPR Meutya Hafid mengatakan, pihaknya masih menunggu penugasan dari Badan Musyawarah (Bamus) DPR terkait fit and proper test tersebut.""Komisi I menunggu penugasan Bamus DPR. Sampai sekarang belum,"" ujar Meutya saat dimintai konfirmasi, Rabu (1/11/2023).Sementara itu, anggota Komisi I DPR Fraksi Golkar Dave Laksono mengatakan, sudah ada rencana mengenai fit and proper Agus.Ia menyebutkan, uji kelayakan calon panglima TNI akan digelar pada tanggal 14 November 2023.Namun, untuk kepastiannya, tetap harus menunggu penugasan dari Bamus DPR.""Rencana per saat ini adalah fit and proper test dilaksanakan pada tanggal 14. Akan tetapi, kita tunggu Bamus mengeluarkan keputusan penugasan kepada Komisi I,"" ucap Dave, Rabu kemarin.Sebelumnya, Ketua DPR RI Puan Maharani mengumumkan bahwa Agus menjadi calon tunggal pengganti Panglima TNI Laksaman Yudo Margono.Hal ini berdasarkan isi surat presiden (Surpres) tentang calon panglima TNI yang diserahkan langsung Menteri Sekretaris Negara (Mensesneg) Pratikno.“Pimpinan DPR sudah menerima surpres dari presiden terkait dengan usulan pengganti calon panglima TNI yang diusulkan oleh presiden yang mana Laksamana TNI Yudo Margono akan memasuki masa pensiun,"" kata Puan dalam konferensi pers di Gedung Nusantara III, Senayan, Jakarta, Selasa (31/10/2023).Jokowi pilih AgusSementara itu, Presiden Joko Widodo mengungkap alasan mengusulkan nama Agus Subiyanto sebagai calon tunggal panglima TNI.Menurut Jokowi, Agus memenuhi semua kriteria yang diperlukan sebagai panglima meski baru saja dilantik menjadi KSAD pada akhir Oktober lalu.Baca juga: Ungkap Alasan Pilih Agus Subiyanto Jadi Calon Panglima, Jokowi: Memenuhi Semua Kriteria""Sudah kami sampaikan kurang lebih minggu yang lalu. Ya, pertama kan beliau juga (sebelumnya) Wakil KSAD, kemudian menjadi KSAD,"" ujar Jokowi saat memberikan keterangan pers di Ibu Kota Nusantara (IKN), Kalimantan Timur, pada Rabu (1/11/2023), dilansir dari keterangan resmi.""Jadi kalau melihat jam terbangnya di teritorial, kemudian di administratif, akademis semuanya memenuhi (kriteria) semuanya,"" kata presiden.KOMPAS.com/NIRMALA MAULANA A Dari kiri ke kanan, Menteri Pertanian Amran Sulaiman, KSAL Laksamana Muhammad Ali, Panglima TNI Laksamana Yudo Margono, KSAD Jenderal Agus Subiyanto, dan KSAU Marsekal Fadjar Prasetyo saat pembukaan Gerakan Nasional Ketahanan Pangan 2023 yang digagas TNI di Taman Pancasila, Cibitung, Kabupaten Bekasi, Rabu (1/11/2023).Diketahui, Laksamana Yudo bakal memasuki usia pensiun pada 26 November 2023. Yudo pun mengungkapkan, sosok calon penggantinya sudah ditetapkan.  "
